Drug_ID	Target_ID	Y
drg_125229	1SRE	3.924330985
drg_125241	6MAX	3.825296264
drg_126634	2CGF	3
drg_126653	2IWS	3.380211242
drg_126654	2IWU	3.544068044
drg_126656	2IWX	2.880813592
drg_126700	3ESS	4.255272505
drg_126738	1W0F	0.2041199827
drg_137702	8DOH	4.845718018
drg_137939	5BWH	3.620136055
drg_138116	4L10	4.491361694
drg_140122	4JS3	4.356025857
drg_140361	4BU9	3.834420704
drg_143239	6YSX	5.073934528
drg_143463	7N53	4.591064607
drg_143466	6J4Q	4.113943352
drg_143505	4MMA	4.5774918
drg_143989	3R5M	4.834420704
drg_144290	4MM8	4.301029996
drg_144888	7CKX	4.301029996
drg_144895	6WH4	4.301029996
drg_148402	1dic	5
drg_148403	8A0O	5
drg_149140	5C1Q	3.890588668
drg_149806	6QEH	4.823474229
drg_150297	7NNX	4.557507202
drg_150653	6YTE	3.460897843
drg_153510	3V4J	3.698970004
drg_153556	3HFJ	4.812913357
drg_153587	2A5U	1.77815125
drg_153681	6J10	3.653212514
drg_153699	4O1D	-0.8538719643
drg_153737	4MY9	0.903089987
drg_154525	3ZTX	0.903089987
drg_154655	2AM1	3
drg_154656	2AM2	3.903089987
drg_154855	2Z60	1.301029996
drg_155831	3EEL	-0.2596373105
drg_155832	3EEK	-0.214670165
drg_155849	3FQC	1.041392685
drg_155850	3QLX	1.431363764
drg_159179	3KF4	-0.3010299957
drg_160429	1DB4	1.77815125
drg_164180	1A3W	4.193124598
drg_164807	1KVL	3.444981112
drg_165095	5OBH	3.542078146
drg_165191	6MJ5	3.752432609
drg_167863	6NEJ	4.212187604
drg_169552	2BHE	3
drg_169553	1UZU	2.698970004
drg_169634	1X88	4.316599302
drg_170318	6RKN	2.307496038
drg_170330	1AEJ	5.477121255
drg_170931	3K3J	3.380211242
drg_170944	3K4F	6.397940009
drg_171931	7CBA	4.303196057
drg_171943	6M8D	4.365487985
drg_171952	4XH6	4.269512944
drg_171959	7POU	4.737192643
drg_178056	1AVD	0.7781512504
drg_178715	1ZDP	1.255272505
drg_179948	4HL5	5
drg_183452	5EZP	4.602059991
drg_185040	3NKT	5.698970004
drg_185060	5KGD	5.698970004
drg_185062	4AJ1	5.698970004
drg_185064	4AJ2	5.698970004
drg_185075	4AJ4	5.698970004
drg_185080	4AJE	5.698970004
drg_185081	4AJJ	5.698970004
drg_185087	4AJK	5.698970004
drg_185089	4AJL	5.698970004
drg_187171	3EN6	2.342422681
drg_187181	7B1E	1.568201724
drg_187184	6JSG	1.431363764
drg_188555	3CY3	2.176091259
drg_190354	3UNJ	1
drg_190355	3UP7	0.785329835
drg_190357	3UOD	1.544068044
drg_190358	3UP2	1.447158031
drg_190359	3UNZ	0.5682017241
drg_190360	3UNK	0.3979400087
drg_190361	3UOH	0.3222192947
drg_190362	3UOJ	1.633468456
drg_190369	4M2W	6.149219113
drg_191518	3RDO	2.723176452
drg_191663	4XRY	1.599883072
drg_192157	5CEW	4.819543936
drg_192160	5SME	4.819543936
drg_198910	3VZC	1.544068044
drg_199277	2Q7J	4.728353782
drg_199278	5JL6	3.190331698
drg_199283	7P18	5.01140126
drg_199570	4FSR	1.079181246
drg_199573	4FTU	1.079181246
drg_199601	4FTA	1.602059991
drg_199620	4FTR	0.7781512504
drg_199654	4FT5	1.431363764
drg_199655	4FT0	1.886490725
drg_199665	4FSW	4.230448921
drg_199680	4FTT	1.880813592
drg_199698	4FT7	0
drg_199700	4FSZ	2.025305865
drg_199704	4FST	0.6989700043
drg_199723	4FT9	1.322219295
drg_200153	7L28	3.591064607
drg_200156	4C1I	5
drg_200203	3HV6	4.012837225
drg_200236	4EHM	5.096910013
drg_200337	7BJH	5
drg_200338	1OU4	5
drg_200386	2OZR	-0.1739251973
drg_200467	2ZV2	2.698970004
drg_200508	3ZS0	2.301029996
drg_200511	3ZS1	2.602059991
drg_200519	2AOT	7.113943352
drg_200548	4AA7	3.322219295
drg_200583	3Q9Y	3.643452676
drg_200646	3B7U	2.579783597
drg_200647	1Z9G	4
drg_200649	4C1D	5
drg_200801	6FL8	4.230448921
drg_200802	3TIZ	5.176091259
drg_200973	5FPO	6.698970004
drg_201073	6YNB	5.041392685
drg_201075	4XHL	3.977723605
drg_201302	6MZQ	0.5563025008
drg_201319	4DEA	2.408239965
drg_201325	3UOK	-0.09691001301
drg_201383	3UOL	0.4913616938
drg_201542	3MDR	5.264817823
drg_201871	4ARW	2.322219295
drg_201874	4ASJ	1.86332286
drg_201875	4ASY	4.77815125
drg_201876	3ZLK	3.120573931
drg_201880	4B3U	3.672097858
drg_201881	4B4G	2.243038049
drg_201882	4B4M	2.311753861
drg_201883	4B5B	2.587710965
drg_202118	5LNI	4.563481085
drg_202119	4AX7	4.5289167
drg_202139	4FIC	4.230448921
drg_202311	2HJB	3.593286067
drg_203050	5LU9	3.474216264
drg_203071	4FGJ	2.970811611
drg_203091	6W1J	3.851258349
drg_203612	4KZL	4.283301229
drg_205171	3QU8	4.977723605
drg_207722	5TEI	5.190454964
drg_209412	3TYE	4.880287549
drg_209414	7MGX	5.073670704
drg_210048	6JKE	3.410608543
drg_213218	5SET	0.6989700043
drg_213454	5YU9	-0.1426675036
drg_213990	3JPV	2.079181246
drg_214309	4ID7	2.183554534
drg_215199	4TPM	0.361727836
drg_215344	4TPP	0.4623979979
drg_215856	4AQC	2.663889299
drg_216902	6GK0	4.322219295
drg_219175	3ARN	3.976808337
drg_220091	4IZY	0.4913616938
drg_220188	5OXG	0.3802112417
drg_220190	3MTF	0.5622928645
drg_221279	4FIZ	1.87909588
drg_221287	7EBU	3.447158031
drg_221486	3WAW	2.361727836
drg_221694	5UT5	1.672744198
drg_221871	6YW2	4.301029996
drg_221911	4GV2	3.77815125
drg_221912	4GV2	5
drg_221913	4GV0	3.113943352
drg_221915	4GV4	2.949390007
drg_221980	5NAR	2.698970004
drg_222085	3WAV	2.255272505
drg_222097	3WAX	1.113943352
drg_222098	3WAY	1.342422681
drg_222187	3HRF	4.986771734
drg_222188	4AW0	4.414973348
drg_222189	4AW1	4.591064607
drg_222190	5LIK	2.851258349
drg_222191	5LIU	2.602059991
drg_222192	4LBS	3.075546961
drg_222193	4LB4	2.477121255
drg_222194	4LAZ	3.278753601
drg_222195	4LB3	2.278753601
drg_222196	4LBR	3.133538908
drg_222237	5VJA	2.301029996
drg_222976	4XE0	0.9542425094
drg_223522	3EQG	0.7160033436
drg_223741	5C6S	5.477121255
drg_223748	7N14	6
drg_223751	2ORQ	6
drg_223753	4YRN	6
drg_223757	4MK1	4.204119983
drg_223758	4MK2	2.86332286
drg_223784	5A8Z	1.447158031
drg_224866	2R3R	1.301029996
drg_225614	4JV6	3.986771734
drg_225778	4N70	0
drg_227590	7UMP	2.612783857
drg_227673	4EZ5	1.079181246
drg_227940	3NX2	3.913813852
drg_228010	1OJA	3.033423755
drg_228012	6AFI	4.356025857
drg_228412	2V3E	2.824776462
drg_228484	3HU9	5.318063335
drg_228499	6Y9H	5.431363764
drg_228507	1TD7	5.209515015
drg_229554	4H80	4.204119983
drg_230243	2FDW	2.428134794
drg_230257	2FDV	3.217483944
drg_230295	6CNK	4.419955748
drg_230297	2FDU	4.451786436
drg_230315	2WNL	5.079181246
drg_230332	7BNF	5.602059991
drg_230514	7C3N	0.8512583487
drg_231942	5U2V	3.946943271
drg_231947	2DVX	4.306425028
drg_232385	1LJT	4.041392685
drg_232402	4OTQ	2.049218023
drg_233864	4KFO	0.6989700043
drg_233865	4L4M	1
drg_233866	4O0Z	1.755874856
drg_233867	4O10	1.892094603
drg_234050	5HA9	3
drg_234051	4M48	3.176091259
drg_234059	3RZE	4.301029996
drg_235030	3PRE	0.9777236053
drg_235037	4FAD	0.6532125138
drg_235113	4TV3	0.6857417386
drg_235376	3DKF	0.6020599913
drg_235439	3SRC	5.113943352
drg_235441	4K2F	1.602059991
drg_235442	4K2G	1.301029996
drg_236599	3TIZ	5.10818942
drg_236676	1N5V	4.077876404
drg_239809	3KEN	3.290034611
drg_241858	7N91	-0.02227639471
drg_242240	7N91	-0.2218487496
drg_244521	5O83	2.418301291
drg_245794	4PIV	0.8864907252
drg_245947	4HFR	0.84509804
drg_247292	4XJ0	0.591064607
drg_247301	5K4J	0.5185139399
drg_248332	3O8A	1.806179974
drg_248479	5SFU	1.271841607
drg_248480	5SJS	1.943494516
drg_248481	5SHD	1.136720567
drg_252691	3I7C	2.698970004
drg_252692	4GKH	2.629409599
drg_252703	3ene	2.397940009
drg_252760	3W2T	0.5440680444
drg_252763	3O9V	1.255272505
drg_252764	2P8S	1.322219295
drg_252768	3OPM	2.380211242
drg_252836	4QVY	0.9523080097
drg_253220	4J0V	0
drg_253249	4J0Y	1.431363764
drg_253324	6THV	4.139879086
drg_253702	4PHW	-0.7695510786
drg_254343	5SFN	1.204119983
drg_255886	3RIN	0.1139433523
drg_255998	5ZR3	2.176091259
drg_256781	5BPA	-0.09691001301
drg_256872	3W2T	1.903632516
drg_256873	1X70	1.415140352
drg_259198	2X39	2.155336037
drg_262420	3NC9	2.770852012
drg_262463	3RO4	3.72916479
drg_263029	2BUJ	0.1338581252
drg_263123	5U7L	0.7664128471
drg_264787	4TTH	0.5051499783
drg_267672	5MHQ	1.477121255
drg_267736	4HOG	1.278753601
drg_267744	3S9U	0.3802112417
drg_267746	3SA2	1.770852012
drg_267750	4OSG	1.278753601
drg_267751	5ECC	1.322219295
drg_267752	4KD7	1.079181246
drg_267756	4KBN	1.544068044
drg_267799	6FGY	2.146128036
drg_267800	6FGY	1.84509804
drg_267818	5CLM	2.380211242
drg_267863	7B1P	1.301029996
drg_267869	7B1Q	1
drg_268120	5JFW	2.130333768
drg_272078	4XG9	0
drg_272081	4XG7	1.181843588
drg_272082	4XG8	1.045322979
drg_272286	4ZZY	1
drg_272293	3P3T	2.471291711
drg_272295	3P3U	2.517327882
drg_272300	6I3C	2.869818208
drg_272301	3P3R	2.877946952
drg_272302	3VC4	2.911157609
drg_273492	4ZE0	4.146128036
drg_273516	4BFR	1.204119983
drg_274976	3RDC	4.225309282
drg_274977	4J5E	3.447158031
drg_274978	4J59	3.176091259
drg_274980	4J5D	2.748188027
drg_274981	4J5B	2.568201724
drg_274984	4ZSD	2.897627091
drg_277763	3TYL	3.556302501
drg_277764	3TYM	3.851258349
drg_277766	3TYO	3.531478917
drg_278155	4WY1	3.826074803
drg_278158	4WY6	3.1430148
drg_278882	5EYK	0.4771212547
drg_280742	5SIX	-0.08092190762
drg_282908	5SVF	2.519171464
drg_286575	5L2T	4.176091259
drg_287790	7D4P	3
drg_288803	6ZCI	1.230448921
drg_289472	7VSI	0.4913616938
drg_292616	6L1Z	3.812913357
drg_292693	4GQ3	2.633468456
drg_292718	5LVR	5.579783597
drg_292719	5FYY	4.698970004
drg_292869	4BFR	0.7781512504
drg_293295	8AYZ	5
drg_293323	4U7G	1.899820502
drg_293324	1ZOE	2.684845362
drg_293366	4RKX	4.146128036
drg_293475	3QMO	5.3287872
drg_293495	7VR9	0.525044807
drg_294226	5JCX	4.25139485
drg_294419	2ZCQ	5.053078443
drg_294444	7EBW	5
drg_294484	6OCI	3.602059991
drg_294873	4J0P	1.73239376
drg_294874	4J17	1.662757832
drg_295144	3LXK	3.760422483
drg_295152	5UKF	2.240549248
drg_296294	6OHS	0.785329835
drg_296382	4RG2	4.462397998
drg_296511	6MXX	4.113943352
drg_296512	6MXZ	4.146128036
drg_296513	6MXY	4.342422681
drg_296633	4U6Q	2.872156273
drg_296638	3MJ5	2.991226076
drg_297179	6TP4	1.477121255
drg_298821	5SIJ	0.2552725051
drg_299462	5KE0	-0.6530605373
drg_301032	5AM3	0.1760912591
drg_301035	6AUM	-0.04575749056
drg_301088	5G6S	2.612783857
drg_302516	6BBV	1.462397998
drg_303932	5T1W	1.880813592
drg_304399	2V5Z	2
drg_304693	7D5O	0.3802112417
drg_304738	5YU9	2.447158031
drg_306147	3G1R	1.397940009
drg_306392	3ZXZ	0.6020599913
drg_306797	3LTW	4.698970004
drg_306800	1SV5	1.949390007
drg_306801	3DKO	1.278753601
drg_306827	1D3H	1.806179974
drg_308914	3PE1	0.3010299957
drg_308919	3PE2	0.7781512504
drg_310280	4Z3O	2.908485019
drg_310329	4HCO	3.033423755
drg_312154	4ASK	3.462397998
drg_312288	7DCZ	3
drg_312386	4OCZ	0.7403626895
drg_312442	4DBU	4.797267541
drg_312493	4L2O	2.301029996
drg_312502	2PZV	3.665580991
drg_312503	2BUY	3.762678564
drg_313412	5WNH	0.9444826722
drg_313432	5WNH	0.4913616938
drg_314755	5NBA	1.681241237
drg_315265	5FCK	1
drg_315290	5NB7	0.9542425094
drg_315671	6C2I	1.752048448
drg_317551	6AUD	-0.09097914579
drg_318699	5X26	0.6989700043
drg_318869	3SFK	1.579783597
drg_318911	4OQV	1.342422681
drg_319079	4BU5	5.369215857
drg_319080	5NVC	5.469232743
drg_320320	6N33	2
drg_320783	6KNW	3.322219295
drg_321188	1N1M	2.738780558
drg_321350	1X88	4.540329475
drg_323834	4HLG	4.539828558
drg_323881	1N5X	1.477121255
drg_323963	7CA1	3.691081492
drg_323965	7EO7	3.176091259
drg_324053	5E8R	1.477121255
drg_325610	5XV7	0.7242758696
drg_325924	6DUV	1.260071388
drg_327903	5O12	2.591064607
drg_328002	7AOL	4.67669361
drg_328003	3NC6	4.720159303
drg_328005	7D1D	4.889301703
drg_328009	1PHE	5.698970004
drg_328018	1W0G	3.477121255
drg_328033	5ANI	4
drg_328036	4DSU	4
drg_328039	1RV1	4
drg_328047	1AES	4
drg_328048	4HEW	4
drg_328056	1AEQ	4
drg_328058	5IXX	4
drg_328061	3OAX	4
drg_328065	6TFB	4
drg_328071	2GVC	4
drg_334320	4W8D	1.113943352
drg_334323	4U8Z	0.4771212547
drg_334403	6YAT	0.903089987
drg_334432	4W8E	1
drg_336983	4XWY	1.041392685
drg_337783	4FZ6	2.104828404
drg_337818	4FZ6	2.027757205
drg_337881	4M52	2.982271233
drg_338260	4BFS	1.954242509
drg_338261	4BFT	3.053078443
drg_338262	4BFU	2.176091259
drg_338263	4BFV	2.146128036
drg_338265	4BFX	3.037426498
drg_338319	5KPK	1.278753601
drg_338325	6DMJ	2.079181246
drg_338356	5J42	2.146128036
drg_338663	4YP8	2
drg_340537	7FNX	5.096910013
drg_340683	3W4J	2.146128036
drg_341083	5I7V	2.301029996
drg_341089	4BNI	3.301029996
drg_341095	3ZU4	4.740362689
drg_341096	3ZU5	5
drg_341100	4BKU	4.698970004
drg_341103	4CV3	4.255272505
drg_342504	5IVE	3.176091259
drg_342505	5IVJ	3.041392685
drg_342508	5IW0	3.698970004
drg_342509	5IVY	3.84509804
drg_342510	5IVV	3.77815125
drg_342511	5IVC	4.301029996
drg_342543	5IVF	4.505149978
drg_343781	7RJE	2.460897843
drg_344416	4EYJ	2.792041311
drg_344419	5EKO	4.198244586
drg_344420	4EYM	4.99452391
drg_344499	5KZI	-1.096910013
drg_344928	5LBY	2.897627091
drg_344929	4D4S	2.934498451
drg_346185	1DIT	4.758911892
drg_346196	3RX3	2.46686762
drg_348248	5CEH	1
drg_348301	5FUN	1.380211242
drg_349519	4N7E	2.342422681
drg_350327	5FV7	1.666517981
drg_350468	5G66	4.563481085
drg_351313	4WQP	1.672097858
drg_351347	4WPF	2.396199347
drg_351638	5EF7	0.2552725051
drg_351640	7M8R	3.146128036
drg_351642	5EF8	0.3979400087
drg_351780	7ER7	5
drg_354259	7XJO	5
drg_354275	6XYY	3.84509804
drg_354405	3TWJ	0.903089987
drg_354458	3TV7	1.477121255
drg_356232	5HNT	1.903089987
drg_356238	2PFH	0.4771212547
drg_356251	6L40	3.11058971
drg_359283	4UIL	3.58546073
drg_359371	5F00	2.397940009
drg_361006	4ZTN	1.278753601
drg_361029	4ZTN	2.387389826
drg_361429	5FAH	4.477121255
drg_361430	5FBE	4.136720567
drg_361431	5FBI	5.462397998
drg_363982	3ZYU	1.46834733
drg_363992	5KDE	5.113943352
drg_363993	5KDF	5.73239376
drg_364048	6HMM	4.77815125
drg_364760	6O9D	0.3010299957
drg_365172	4XUE	2.230448921
drg_365699	7S0F	-1.301029996
drg_366718	7CMW	-0.04575749056
drg_366815	5WGI	0.8260748027
drg_367430	5SYN	3.041392685
drg_368862	5I6U	2.740362689
drg_370204	3H9F	2.534280005
drg_370461	5OP7	0.8195439355
drg_370525	7X8H	5.968482949
drg_370835	4QO9	0.6434526765
drg_370845	4GK2	0
drg_370847	8BK0	0.6127838567
drg_371014	7F43	1.068185862
drg_371018	4BJC	0.4913616938
drg_371113	4DEB	2.569958818
drg_372268	6EZP	1.139879086
drg_372281	6EXQ	1.017033339
drg_373674	6O1G	-0.6989700043
drg_374041	3B5R	4.301029996
drg_375020	4IJP	1.204119983
drg_375245	6HD4	1
drg_375268	6HD4	0.4771212547
drg_376118	4KFQ	1.602059991
drg_377043	4OD0	0.5682017241
drg_377236	6PUB	2.69019608
drg_377237	5VLG	2.716003344
drg_377618	4J1E	1.252853031
drg_377637	4J1F	1.482873584
drg_379286	5U2M	1.534026106
drg_379600	5U2M	1.294466226
drg_380885	4Z91	4.068185862
drg_380886	3GCJ	4.397940009
drg_380887	4C1M	0.6998377259
drg_381788	6WDY	3.765668555
drg_381797	6WDW	3.767897616
drg_382485	5MRD	4.561101384
drg_384805	3OZL	3.217483944
drg_384808	4ZA7	3.806179974
drg_384810	6HUP	4.924279286
drg_384812	6LJW	3.176091259
drg_386842	5MXX	1.491361694
drg_387389	6CNK	2.568201724
drg_387390	6UR8	1.973127854
drg_388698	4BU3	5.698970004
drg_388784	2ZD1	1.832508913
drg_389149	3PO7	3.269512944
drg_390069	4HKI	5.46612587
drg_390143	2BGD	3.681241237
drg_390245	6R7D	1.698970004
drg_390293	7B8J	4.544068044
drg_390312	4GRK	4.255272505
drg_390322	3NT1	4.819543936
drg_390780	2H6M	5
drg_390808	5OPR	2.204119983
drg_391100	7CP5	5
drg_392713	4LK7	4.397940009
drg_392714	1TYL	4.397940009
drg_392737	4WT6	1.094506066
drg_392775	4TY1	0.1981069989
drg_393704	5WUK	1.369215857
drg_393791	5U9D	-0.2596373105
drg_394635	4E5G	3.301029996
drg_394636	3SAD	3.041392685
drg_394639	3S9Z	2.77815125
drg_394642	3SAZ	2.903089987
drg_394646	3SB0	3.740362689
drg_394712	2X9F	1.814247596
drg_394909	4YJO	1.103803721
drg_394913	4YJQ	1.045322979
drg_394914	4YJR	1.31386722
drg_394948	4YJT	0.206825876
drg_395082	4YJU	1.064457989
drg_395269	4YPW	3.499961866
drg_395272	5RTE	5.500000321
drg_395273	4YQ0	4.600003087
drg_395274	4YQ1	0.6998377259
drg_395275	4YQ2	0.6998377259
drg_395276	4YQ3	2.198657087
drg_395277	4YQ4	3.2999429
drg_395278	4YQ5	3.599992178
drg_395279	4YQ6	2.899820502
drg_395280	4YQ7	3.800029359
drg_395282	4YQ9	2.301029996
drg_395283	4YQA	2.699837726
drg_395284	4YQB	3.10002573
drg_395285	4YQC	2.301029996
drg_395286	4YQD	3.899984563
drg_395287	4YQG	3.2999429
drg_395288	4YQI	4.200001865
drg_395292	5D9F	2.800029359
drg_395295	4YQP	3.2999429
drg_395296	4YQQ	2.899820502
drg_395298	4YQS	3.400019635
drg_395359	3OW6	2.342422681
drg_395369	4YKR	1.465382851
drg_395407	3OWD	1.482873584
drg_395408	4YKQ	1.394451681
drg_395497	7S9G	1.193124598
drg_395520	2QF6	2.664641976
drg_395532	6THC	2.95568775
drg_395546	6F69	4.698970004
drg_395561	6F66	4.494154594
drg_395562	4YKX	3.442479769
drg_395571	2NNL	2.301029996
drg_395574	2QFO	4.261738547
drg_395578	4YKZ	3.938519725
drg_395581	6F68	4.698970004
drg_395586	4YKU	3.880241776
drg_395601	4OBO	1.967079734
drg_395606	4U41	1.08278537
drg_395627	5Q0T	4.462397998
drg_395822	4Y6D	0.6839471308
drg_397397	2BU8	5.26245109
drg_397398	1U0Z	4.890979597
drg_397400	4MP2	3.831229694
drg_397401	3K99	3.754348336
drg_397402	4MPC	3.324282455
drg_397422	4MPE	3.397940009
drg_397430	4MPN	3.315970345
drg_397482	3C0V	4.146128036
drg_399564	2JC6	2.301029996
drg_399867	4NNI	5.966986025
drg_399914	2ARM	0.5051499783
drg_401414	3LPG	2.767675224
drg_401416	3LPF	2.567379308
drg_401420	4JHZ	2.869290404
drg_401421	6CXS	0.06818586175
drg_401491	7XMF	1.903089987
drg_404116	4DBW	-0.01772876696
drg_404280	7F8H	3.612783857
drg_404286	4CQ8	1.903089987
drg_404288	4CQ9	3.544068044
drg_404289	4CQA	4.130333768
drg_404367	4P73	0.4313637642
drg_404368	7DB7	0.3424226808
drg_404369	4P72	3.146128036
drg_404377	4P74	3.146128036
drg_406533	4C6X	4.874481818
drg_406692	4M11	4.079181246
drg_406748	6HDR	4.838849091
drg_408344	3AE2	4.698970004
drg_408513	7LID	4.532754379
drg_408697	4CQ5	6.995635195
drg_408710	5B8D	5.553883027
drg_408863	4DJW	3.004321374
drg_408865	4DJV	2.380211242
drg_409363	3SVV	3.698970004
drg_410392	4G5J	1.672097858
drg_410401	5YX4	4.51851394
drg_410405	6AJY	3.419955748
drg_410422	4RLW	3.374748346
drg_410499	6LZL	7.77815125
drg_410519	4MG8	5.953276337
drg_411915	1Q22	4.891537458
drg_413019	4LV4	4.146128036
drg_413072	4R1V	2
drg_413130	1H8S	4.754348336
drg_413586	4YXI	4.344785123
drg_413642	4MLT	5.564666064
drg_415273	6X3V	-0.3010299957
drg_415345	5MWP	2.255272505
drg_415346	5MWP	2.113943352
drg_415591	5FRZ	6.012837225
drg_416555	5IPJ	-0.1084625423
drg_417259	5G0J	3.480006943
drg_417303	3V8S	2.812913357
drg_418217	5SFH	1.625929493
drg_418220	5SG6	0.7604224834
drg_418222	5SEB	1.788239097
drg_418224	5SFT	0.428134794
drg_418232	5SEJ	1.797128988
drg_418244	5EDI	-0.5528419687
drg_418247	5SEQ	1.571242851
drg_418248	5SEF	1.134495856
drg_418250	5SHT	0.9735896234
drg_418255	5SFD	1.500373714
drg_418256	5SFW	0.69019608
drg_418257	5SFI	1.45377686
drg_418262	5SG1	1.465382851
drg_418281	5EDH	0.5774917998
drg_418302	5SH9	1.027349608
drg_418306	5SFI	0.7403626895
drg_418321	5SFS	0.7371926427
drg_418325	5SGX	1.437433444
drg_418337	5SHA	1.682145076
drg_420872	5EI6	1.86923172
drg_420873	5EI8	0.903089987
drg_420894	5EHO	0.9542425094
drg_420907	5EH0	0.903089987
drg_421020	6H3K	0.4771212547
drg_424011	1V5Z	5.139060079
drg_424032	8A0R	4.565020928
drg_429616	6YTI	-0.4436974992
drg_429798	5N3W	4.479143248
drg_429851	2ZBH	4.004321374
drg_430165	1T8I	4.301029996
drg_433142	7T9C	4.45331834
drg_433146	2VSU	4.394451681
drg_433148	3MNN	4.064457989
drg_434591	5V82	3.146128036
drg_435063	5WGM	2.982723388
drg_435697	6ZFH	3.624581151
drg_436742	7NNS	0.903089987
drg_439052	7JOV	0.9827233877
drg_443673	6ZV8	0.07918124605
drg_443712	5OPU	1.230448921
drg_443714	5OPV	0.3010299957
drg_448510	5OPB	0
drg_448949	5A2S	1
drg_452105	4MSG	-0.9625735021
drg_452114	4MT9	-1.01188716
drg_453031	7USJ	2.382017043
drg_453033	5U2C	2.285557309
drg_453035	5U2E	2.442479769
drg_455052	4CI1	4.477121255
drg_455053	4CI2	3.477121255
drg_455057	4CI1	4
drg_455058	5YJ1	5.477121255
drg_455096	7PS9	1.77815125
drg_455159	4GY2	1.84509804
drg_455195	7ZH4	5.056904851
drg_455257	5FG5	3.546172368
drg_455258	5FG4	3.078819183
drg_455259	5MYG	2.791690649
drg_456627	7PS9	1
drg_456651	7PSO	1.77815125
drg_471562	5AEP	2.597695186
drg_474583	2OLY	5.397940009
drg_474597	3ZV6	5.397940009
drg_474599	2AGV	5.397940009
drg_474603	2VKU	4.491361694
drg_474607	5M26	5.397940009
drg_474654	5EMK	2
drg_474669	5EMM	2
drg_474673	5EMK	2
drg_474697	5EMM	2
drg_474819	4X60	2
drg_474841	5C9Z	2
drg_475625	4LTS	0.7923916895
drg_476030	6CKI	1.740362689
drg_476569	4D08	1.113943352
drg_479094	5X2K	0.9813655091
drg_480843	5SG9	2.72427587
drg_483415	6VQL	0.4313637642
drg_483738	6LXY	0.6812412374
drg_492268	4KIL	2.748188027
drg_493601	7PWY	1
drg_501583	6CG2	2.740362689
drg_522620	6T8Q	0.6334684556
drg_529612	8BSN	1.328379603
drg_532038	6LR9	2
drg_532365	6VG0	1.698970004
drg_532577	6VFZ	1.698970004
drg_532700	6VFZ	1.698970004
drg_535727	6BH2	-1.30980392
drg_535757	5V9P	-0.1307682803
drg_535849	6BH2	-1.187086643
drg_537906	6D09	0.6989700043
drg_537932	6D09	1.146128036
drg_538562	5QU0	0.2552725051
drg_540086	6W4K	2
drg_542845	7MRH	2.698970004
drg_542874	6CKR	2.698970004
drg_542911	6CKS	2.698970004
drg_544004	5V7I	1.819543936
drg_544006	7X5N	1.113943352
drg_545126	4MX9	0.4771212547
drg_545178	4M84	1.69019608
drg_545186	4ONA	0.3010299957
drg_545254	4YJN	0.7558748557
drg_545264	4WG5	1.079181246
drg_551699	5FC4	2.301029996
drg_551842	6CMR	1.84509804
drg_555928	6OMU	3
drg_556203	7QK4	0.7708520116
drg_556230	7QJU	0.8388490907
drg_556819	7P3C	1.572871602
drg_558292	5UOY	2
drg_558336	5UWF	2
drg_558393	5UP0	2.740362689
drg_560677	5KX7	1.505149978
drg_562053	5SJG	1.591064607
drg_562438	6VNK	0
drg_562442	4YTI	1.301029996
drg_562462	4FK6	0
drg_562482	6VN8	-0.15490196
drg_569821	6CK3	2.740362689
drg_572861	4HBM	1.698970004
drg_573475	4OBP	1.06069784
drg_573524	4OBQ	1.767897616
drg_576608	7WCL	2
drg_580756	5KPK	2
drg_582784	5L8A	3.419955748
drg_582806	5L87	3.680335513
drg_584706	5FNT	2.740362689
drg_584785	5FNS	1.740362689
drg_587114	6X8G	1.204119983
drg_591694	4M3Q	1.740362689
drg_597442	5I29	1.72427587
drg_599865	5WHR	2.176091259
drg_599867	5WHR	2.079181246
drg_599868	6PYY	4.698970004
drg_605114	6A93	0.5563025008
drg_605121	4LA7	2.017033339
drg_606450	5U6V	2
drg_607087	6CG1	2
drg_607236	5VMP	2
drg_607833	6TCU	1.301029996
drg_610917	5IRQ	0.6020599913
drg_610924	6CIR	2.176091259
drg_610928	6CHI	2.079181246
drg_612200	2POU	1.579783597
drg_612207	3F4X	2.414973348
drg_612208	3DD0	0.903089987
drg_615759	6GVF	2
drg_616383	7Z88	1.267171728
drg_616397	7Z88	0.4771212547
drg_620561	4Y8C	0.7781512504
drg_620613	5SIB	1.079181246
drg_620643	5SF6	0.4771212547
drg_620645	5SH3	1.612783857
drg_620653	5SFB	0.3010299957
drg_620655	5SGN	2.217483944
drg_622998	7RL2	1.041392685
drg_623903	7R26	2.491361694
drg_626465	6BGU	2
drg_630369	5VMP	2.740362689
drg_630417	6ZRB	4.524979982
drg_630693	5I88	2.51851394
drg_630771	6BQA	2.041392685
drg_631560	7Z39	4.117602692
drg_635516	3N8W	5
drg_636136	4RYY	2
drg_636140	4RYY	2
drg_636152	7L0E	2
drg_636169	4RYZ	1.740362689
drg_636591	3MZ6	0.8633228601
drg_636657	6HQY	4.477121255
drg_646376	6UCG	1.462397998
drg_646594	6DBM	1.361727836
drg_646938	6VNX	1.447158031
drg_651810	6EL9	2.198657087
drg_660425	7RJ6	1.740362689
drg_664054	5EML	2
drg_664093	5EML	2
drg_673162	3NCG	2.10720997
drg_673170	4GKI	1.491361694
drg_673178	3N51	1.176091259
drg_673232	3T3V	0.7781512504
