ids	Ligand	Target	Y
3K99	Oc1ccc(C(=O)N2Cc3ccccc3C2)c(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3K99.pdb	3.754348336
4MPC	Oc1ccc(c(O)c1)S(=O)(=O)N1Cc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MPC.pdb	3.324282455
4MPE	Oc1ccc2CN(Cc2c1)S(=O)(=O)c1ccc(O)cc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MPE.pdb	3.397940009
4MPN	Oc1ccc(c(O)c1)S(=O)(=O)N1Cc2cc(O)cc(O)c2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MPN.pdb	3.315970345
3C0V	C\C(CO)=C/CNc1ncnc2[nH]cnc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3C0V.pdb	4.146128036
2JC6	Cc1cc(Nc2nc(nc3ccccc23)-c2ccccc2)n[nH]1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2JC6.pdb	2.301029996
4NNI	OC(=O)c1cnccn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4NNI.pdb	5.966986025
2ARM	CN1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2ARM.pdb	0.505149978
3LPG	Cc1ccc2[nH]c(=O)c(CN(CCO)C(=O)Nc3ccccc3F)cc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3LPG.pdb	2.767675224
3LPF	COc1cccc(NC(=S)N(CCO)Cc2cc3cc(C)c(C)cc3[nH]c2=O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3LPF.pdb	2.567379308
4JHZ	COC1CCC(OC)C(C1)NC(=O)CN1CCN(Cc2ccc3OCOc3c2)CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4JHZ.pdb	2.869290404
6CXS	C1CCc2c(C1)c(nc1sc3c(nnnc3c21)N1CCNCC1)N1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6CXS.pdb	0.068185862
7XMF	CNC(=O)c1cccc(Nc2nccc(n2)N2CC(C2)Oc2ccc(F)cc2C)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7XMF.pdb	1.903089987
4DBW	COc1ccc2n(cc(CC(O)=O)c2c1)C(=O)c1ccc(Cl)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4DBW.pdb	-0.017728767
7F8H	Fc1cccc(c1)C(=O)N\N=C\c1ccc(Sc2ccccn2)o1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7F8H.pdb	3.612783857
4CQ8	Cc1nc2c(cccc2n1-c1ccc(s1)C(=O)NC1CC1)C#N	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CQ8.pdb	1.903089987
4CQ9	Cc1nnc2c3ccccc3c(nn12)N1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CQ9.pdb	3.544068044
4CQA	CCOc1cccc(=O)c2c(C)n(Cc3ccc(Cl)cc3)c(C)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CQA.pdb	4.130333768
4P73	O=C(Nc1nccs1)Nc1cccc(c1)S(=O)(=O)N1CCN(CC1)c1ccccn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4P73.pdb	0.431363764
7DB7	O=C(Nc1nccs1)Nc1cccc(c1)S(=O)(=O)NCCc1c[nH]c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7DB7.pdb	0.342422681
4P72	CNC(=O)COc1cccc(Nc2cc(Cl)ccn2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4P72.pdb	3.146128036
4P74	Cc1ccc(OCc2nc(cs2)C(=O)NC2CCS(=O)(=O)C2)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4P74.pdb	3.146128036
4C6X	C\C(C=C)=C/C1(C)SC(=O)C(C)=C1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4C6X.pdb	4.874481818
4M11	CN1C(C(=O)Nc2ncc(C)s2)=C(O)c2ccccc2S1(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4M11.pdb	4.079181246
6HDR	COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6HDR.pdb	4.838849091
3AE2	Oc1ccccc1C(=O)Nc1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3AE2.pdb	4.698970004
7LID	COc1cc(CC=C)ccc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7LID.pdb	4.532754379
4CQ5	OC(=O)\C=C\c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CQ5.pdb	6.995635195
5B8D	CC(=O)Nc1nc(C)cs1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5B8D.pdb	5.553883027
4DJW	CN1C(=N)NC(C1=O)(c1ccccc1)c1cccc(c1)-c1cccnc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4DJW.pdb	3.004321374
4DJV	COc1cccc(c1)-c1cccc(c1)C1(NC(=N)N(C)C1=O)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4DJV.pdb	2.380211242
3SVV	CCS(=O)(=O)Nc1cccc(Cc2nn(C(C)C)c3ncnc(N)c23)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3SVV.pdb	3.698970004
4G5J	CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4G5J.pdb	1.672097858
5YX4	Oc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5YX4.pdb	4.51851394
6AJY	COc1ccccc1\C=C\C(=O)c1ccc(O)cc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6AJY.pdb	3.419955748
4RLW	Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4RLW.pdb	3.374748346
6LZL	O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6LZL.pdb	7.77815125
4MG8	CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MG8.pdb	5.953276337
1Q22	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1Q22.pdb	4.891537458
4LV4	OC(=O)c1ccc2cccc(O)c2n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4LV4.pdb	4.146128036
4R1V	CN1CCC(COc2cnc(nc2)-c2cccc(Cn3nc(ccc3=O)-c3cccc(c3)C#N)c2)CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4R1V.pdb	2
1H8S	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1H8S.pdb	4.754348336
4YXI	Cc1ccc(cc1)S(N)(=O)=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4YXI.pdb	4.344785123
4MLT	Cc1occc(=S)c1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MLT.pdb	5.564666064
6X3V	CCOC(=O)c1cncn1C(C)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6X3V.pdb	-0.301029996
5MWP	CNC(=O)CC1COc2cc(F)ccc2N1C(=O)c1ccc2OCC(=O)Nc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5MWP.pdb	2.255272505
5MWP	CNC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2OCC(=O)Nc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5MWP.pdb	2.113943352
5FRZ	Cc1ccc(O)cc1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5FRZ.pdb	6.012837225
5IPJ	C[C@H]1NC(=O)c2cc([nH]c12)-c1cccc2c1nc(NC(C)(C)C)n(C)c2=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5IPJ.pdb	-0.108462542
5G0J	CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5G0J.pdb	3.480006943
3V8S	O=C(NCCc1ccccc1)Nc1ccc2[nH]ncc2c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3V8S.pdb	2.812913357
5SFH	CN(C1CC1)c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFH.pdb	1.625929493
5SG6	Cc1cnc(C)c2nc(CCc3nc(nn3C)N3CCCC3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SG6.pdb	0.760422483
5SEB	Cc1nc2ccccc2nc1CCc1nc(nn1C)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SEB.pdb	1.788239097
5SFT	Cc1cnc(C)c2nc(CCc3nc(N4CCCC4)n(C)n3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFT.pdb	0.428134794
5SEJ	Cn1nc(nc1CCc1nc2ccc(Cl)cn2n1)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SEJ.pdb	1.797128988
5EDI	Cc1cc(Cl)c(C)n2nc(CCc3nc(nn3C)N3CCCC3)nc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EDI.pdb	-0.552841969
5SEQ	Cc1nc(C)c2nc(CCc3nc(nn3C)N3CCCC3)nn2c1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SEQ.pdb	1.571242851
5SEF	Cc1nc(C)n2nc(CCc3nc(nn3C)N3CCCC3)nc2c1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SEF.pdb	1.134495856
5SHT	Cc1nc(C)n2nc(CCc3nc(nn3C)N3CCCC3)nc2c1Cl	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SHT.pdb	0.973589623
5SFD	Cc1cnc(C)c2nc(CCc3nc(nn3C)N3CCCCC3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFD.pdb	1.500373714
5SFW	CCc1ncc(C)c2nc(CCc3nc(nn3C)N3CCCC3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFW.pdb	0.69019608
5SFI	CC1CCCN1c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFI.pdb	1.45377686
5SG1	Cn1nc(nc1CCc1nc2ccc3ccccc3n2n1)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SG1.pdb	1.465382851
5EDH	CCc1cnc(C)n2nc(CCc3nc(nn3C)N3CCCC3)nc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EDH.pdb	0.5774918
5SH9	Cc1cnc(C)c2nc(CCc3nc(nn3C)N3CC[C@@H](F)C3)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SH9.pdb	1.027349608
5SFI	C[C@H]1CCCN1c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFI.pdb	0.74036269
5SFS	C[C@H]1CCN(C1)c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SFS.pdb	0.737192643
5SGX	Cc1cnc(C)n2nc(CCc3nc(nn3C)N3CCC[C@@H]3C(F)(F)F)nc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SGX.pdb	1.437433444
5SHA	Cc1cnc(C)c2nc(CCc3nc(nn3C)N3CCC(C3)C(F)F)nn12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SHA.pdb	1.682145076
5EI6	COc1ccc(Nc2cc3c(cccc3cn2)-c2cnn(C)c2)c(OC)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EI6.pdb	1.86923172
5EI8	COc1cc(ccc1Nc1ncc2ccnc(-c3cnn(C)c3)c2n1)-c1cnn(C)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EI8.pdb	0.903089987
5EHO	COc1cc(ccc1Nc1ncc2ccnc(NC3CCCCC3)c2n1)-c1cnn(C)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EHO.pdb	0.954242509
5EH0	COc1cc(ccc1Nc1ncc2ccnc(NCC(C)(C)C)c2n1)-c1cnn(C)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EH0.pdb	0.903089987
6H3K	CCOc1cc(ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1)-c1nncn1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6H3K.pdb	0.477121255
1V5Z	OC(=O)\C=C\c1ccccc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1V5Z.pdb	5.139060079
8A0R	Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/8A0R.pdb	4.565020928
6YTI	COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4F)c3c2s1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6YTI.pdb	-0.443697499
5N3W	COc1cc(O)cc(CCc2ccccc2O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5N3W.pdb	4.479143248
2ZBH	COc1cc(O)c(cc1CC=C(C)C)C(=O)\C=C\c1ccc(O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2ZBH.pdb	4.004321374
1T8I	CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/1T8I.pdb	4.301029996
7T9C	CC(C)c1ccc(C)cc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7T9C.pdb	4.45331834
2VSU	COc1cc(C=O)ccc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2VSU.pdb	4.394451681
3MNN	CC(C)c1ccc(C)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3MNN.pdb	4.064457989
5V82	Cc1cncc(n1)-c1cc2n(ncc2cn1)-c1cccc(n1)C1CNCCC1(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5V82.pdb	3.146128036
5WGM	ONC(=O)c1cnc(NC2(CCC(F)(F)CC2)c2ccccc2)nc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5WGM.pdb	2.982723388
6ZFH	O=C1CCCC2=C1C1(CCCC1)N=C(Nc1nc3ccccc3o1)N2	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6ZFH.pdb	3.624581151
7NNS	O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7NNS.pdb	0.903089987
7JOV	COc1cc(ccc1-c1cn[nH]c1)C(=O)N[C@H](CO)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7JOV.pdb	0.982723388
6ZV8	COc1cc(cc2nc(NC(CF)c3cccc(Cl)c3)oc12)C(=O)N1CC(C)OCC1CCO	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6ZV8.pdb	0.079181246
5OPU	Cc1cccc(c1)-c1cc(N)nc2[nH]cc(C#N)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5OPU.pdb	1.230448921
5OPV	Cc1cccc(c1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5OPV.pdb	0.301029996
5OPB	C[C@H]1CN(C[C@@H](C)O1)c1cc(ncn1)-c1n[nH]c2ccc(OC3(C)CC3)cc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5OPB.pdb	0
5A2S	ONC(=O)[C@]1(F)[C@@H]([C@H]1c1ccc(cc1)-c1ncc(F)cn1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5A2S.pdb	1
4MSG	O=C(CCSc1nc2ccccc2c(=O)[nH]1)N[C@H]1CC[C@@H](CC1)c1nnc(o1)-c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MSG.pdb	-0.962573502
4MT9	O=C(CCSc1nc2ccccc2c(=O)[nH]1)N[C@H]1CC[C@@H](CC1)Oc1ccc(cc1)C#N	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MT9.pdb	-1.01188716
7USJ	O=c1cc(oc2c(csc12)-c1ccc2OCCOc2c1)N1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7USJ.pdb	2.382017043
5U2C	ONC(=O)c1ccc(cc1)-c1csc2c1oc(cc2=O)N1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5U2C.pdb	2.285557309
5U2E	CCOC(=O)c1ccc(cc1)-c1csc2c1oc(cc2=O)N1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5U2E.pdb	2.442479769
4CI1	O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CI1.pdb	4.477121255
4CI2	Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CI2.pdb	3.477121255
4CI1	O=C1N([C@H]2CCC(=O)NC2=O)C(=O)c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4CI1.pdb	4
5YJ1	O=C1N([C@@H]2CCC(=O)NC2=O)C(=O)c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5YJ1.pdb	5.477121255
7PS9	O=C1N(Cc2c1cccc2OCc1ccc(CN2CCOCC2)cc1)[C@H]1CCC(=O)NC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7PS9.pdb	1.77815125
4GY2	C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)[C@@H]2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C\C=C/1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4GY2.pdb	1.84509804
7ZH4	CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7ZH4.pdb	5.056904851
5FG5	COc1ccccc1C(=O)Nc1cc2n(C)c(=O)n(C)c2cc1N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5FG5.pdb	3.546172368
5FG4	COc1cc2n(C)c(=O)n(C)c2cc1NS(=O)(=O)c1ccc(Br)cc1C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5FG4.pdb	3.078819183
5MYG	COc1cc(ccc1S(=O)(=O)Nc1ccc2n(C)c(=O)c(C)cc2c1)C#N	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5MYG.pdb	2.791690649
7PS9	O=C1N(Cc2c1cccc2OCc1ccc(CN2CCOCC2)cc1)C1CCC(=O)NC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7PS9.pdb	1
7PSO	Cc1nc2cccc(N)c2c(=O)n1C1CCC(=O)NC1=O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7PSO.pdb	1.77815125
5AEP	Cc1ccc(Cl)cc1-n1cc(cc1C(N)=O)-c1ncnn2cccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5AEP.pdb	2.597695186
2OLY	Oc1cccc(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2OLY.pdb	5.397940009
3ZV6	Oc1ccc(cc1)-c1ccc(O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/3ZV6.pdb	5.397940009
2AGV	CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2AGV.pdb	5.397940009
2VKU	Oc1ccc(cc1)C(=O)c1ccc(O)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/2VKU.pdb	4.491361694
5M26	Cc1cc(O)ccc1O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5M26.pdb	5.397940009
5EMK	OC(CNC(=O)c1cccc(c1)-c1ccccn1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EMK.pdb	2
5EMM	OC(CNC(=O)c1cccc(NC2CCOCC2)c1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EMM.pdb	2
5EMK	O[C@@H](CNC(=O)c1cccc(c1)-c1ccccn1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EMK.pdb	2
5EMM	O[C@@H](CNC(=O)c1cccc(NC2CCOCC2)c1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5EMM.pdb	2
4X60	O[C@@H](CNC(=O)c1cc(NC2COC2)ncn1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4X60.pdb	2
5C9Z	O[C@@H](CNC(=O)c1ccnc(NC2CCC2)c1)CN1CCc2ccccc2C1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5C9Z.pdb	2
4LTS	FC(F)(F)Oc1cccc(c1)S(=O)(=O)c1ccc(CNC(Nc2ccncc2)=NC#N)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4LTS.pdb	0.79239169
6CKI	CC1(C)NC(=O)c2ccc(Nc3ccncn3)c(=O)n12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6CKI.pdb	1.740362689
4D08	CCCCOc1cncc(c1)-c1nnc2c(C)nc3ccc(CN4CCOCC4)cc3n12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4D08.pdb	1.113943352
5X2K	COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5X2K.pdb	0.981365509
5SG9	Cc1cc(nc(\C=C\c2ccc3ccccc3n2)n1)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5SG9.pdb	2.72427587
6VQL	CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6VQL.pdb	0.431363764
6LXY	CC(C)Nc1cc(Nc2nc3ccnn3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6LXY.pdb	0.681241237
4KIL	Oc1cc2ccc(cc2[nH]c1=O)-c1ccc(F)cc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4KIL.pdb	2.748188027
7PWY	OC(=O)Cc1cccc(CSc2nc(-c3cccs3)c(C#N)c(=O)[nH]2)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7PWY.pdb	1
6CG2	OC(=O)c1ccnc(c1)-n1nccc1-c1cccc(O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6CG2.pdb	2.740362689
6T8Q	Cn1c(nc2sc(nc2c1=O)N1CCC[C@@H]1C(=O)NCc1ccccc1)C1CCOCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6T8Q.pdb	0.633468456
8BSN	CO[C@H](C(=O)Nc1nnc(N[C@@H]2CCN(C2)c2cccnn2)s1)c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/8BSN.pdb	1.328379603
6LR9	CN(C)c1cc2OCOc2cc1Sc1nc2c(N)nccc2n1CCNCC(C)(C)C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6LR9.pdb	2
6VG0	C[C@@H](Nc1nc(N[C@H](C)C2CC2)nc(n1)-c1cccc(n1)C(F)(F)F)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6VG0.pdb	1.698970004
6VFZ	C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(n1)-c1cccc(Cl)n1)C(F)(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6VFZ.pdb	1.698970004
6VFZ	CC(Nc1nc(NC(C)C(F)(F)F)nc(n1)-c1cccc(Cl)n1)C(F)(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6VFZ.pdb	1.698970004
6BH2	CC(C)c1cc([nH]n1)C(=O)N1CC[C@H](C1)NC(=O)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6BH2.pdb	-1.30980392
5V9P	CC(C)c1cc([nH]n1)C(=O)N1CCC(C1)n1cc(Br)cn1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5V9P.pdb	-0.13076828
6BH2	CC(C)c1cc([nH]n1)C(=O)N1CCC(C1)NC(=O)C1CC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6BH2.pdb	-1.187086643
6D09	O[C@@H]1c2c(ccc(Oc3cc(F)cc(c3)C#N)c2C(F)F)S(=O)(=O)C1(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6D09.pdb	0.698970004
6D09	OC1c2c(ccc(Oc3cc(F)cc(c3)C#N)c2C(F)F)S(=O)(=O)C1(F)F	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6D09.pdb	1.146128036
5QU0	OCCn1cnc(c1-c1ccc2ncc(C#N)n2n1)-c1ccc(F)c(Cl)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5QU0.pdb	0.255272505
6W4K	COc1ccc(cc1F)-c1c(nc(N2CCC(N)CC2)n(C)c1=O)-c1ccc(C#N)c(F)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6W4K.pdb	2
7MRH	CCS(=O)(=O)Nc1cccc(c1)-c1cn(C)c(=O)c2ccccc12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7MRH.pdb	2.698970004
6CKR	Cn1cc(cn1)-c1ccc2c(c1)c(cn(C)c2=O)-c1cccc(NS(C)(=O)=O)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6CKR.pdb	2.698970004
6CKS	CCS(=O)(=O)c1ccc(OC)c(c1)-c1cn(C)c(=O)c2ccc(cc12)-c1cnn(C)c1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/6CKS.pdb	2.698970004
5V7I	CC(C)C1(c2c(C)n[nH]c2OC(N)=C1C#N)c1cc(cc(c1)C(F)(F)F)N1CCCC1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/5V7I.pdb	1.819543936
7X5N	CC(C)C1(c2c(C)n[nH]c2OC(N)=C1C#N)c1cc(CO)cc(c1)-c1ccccc1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/7X5N.pdb	1.113943352
4MX9	CCOc1ccc2cc(ccc2c1)-c1nn(CC2CCN(C)CC2)c2ncnc(N)c12	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4MX9.pdb	0.477121255
4M84	CC(C)(C)n1nc(c(C(N)=O)c1N)-c1ccc2ccccc2n1	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4M84.pdb	1.69019608
4ONA	CCOc1ccc2cc(cnc2c1)-c1nn(c(N)c1C(N)=O)C(C)(C)C	/home/ahr/Desktop/bindingDB_IC50_v2/structures/4ONA.pdb	0.301029996
