Drug_ID	Drug
drg_272082	Cc1nn(cc1CN1CC(O)C1)-c1ccnc(Nc2ccc3n(C)nc(Cl)c3c2)n1
drg_272286	NC(=O)c1cc(F)cc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12
drg_272293	Cc1n[nH]c(C)c1CCCOc1ccccc1F
drg_272295	CCOc1ccccc1-c1nc(no1)-c1ccncc1
drg_272300	Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
drg_272301	Oc1cc(cc(c1O)[N+]([O-])=O)C(=O)c1ccccc1F
drg_272302	FC(F)(F)c1cccc(\C=C2/SC(=O)NC2=O)c1
drg_273492	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
drg_273516	C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1
drg_274976	CCOC(=O)CNC(=O)NCc1ccc(N)cc1
drg_274977	COc1ccccc1C1CCCN1C(=O)CNC(=O)NCc1ccc(N)cc1
drg_274978	Nc1ccc(CNC(=O)NCC(=O)N2CCCC2c2cccc3ccccc23)cc1
drg_274980	Nc1ccc(CNC(=O)NCC(=O)N2CCCC2c2ccccc2Br)cc1
drg_274981	CSc1ccccc1C1CCCN1C(=O)CNC(=O)NCc1ccc(N)cc1
drg_274984	CSCCC(NC(=O)NCc1ccc(N)cc1)C(=O)N1CCCC1c1ccccc1SC
drg_277763	Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccccc2F)c1
drg_277764	COc1ccccc1CNCCO[C@@H]1CNC[C@@H]1Cc1cc(C)cc(N)n1
drg_277766	Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccco2)c1
drg_278155	NC1=N[C@]2(COCC[C@H]2CS1)c1ccc(F)cc1F
drg_278158	NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1ccc(F)cc1F
drg_278882	CCNC(=O)C#Cc1ccc2\C(=C(\Nc3ccc(CN(C)C)cc3)c3ccccc3)C(=O)Nc2c1
drg_280742	Cc1nc2ccccc2nc1-c1cc2nc(cc(NC3CCOCC3)n2n1)N1CC[C@@H](F)C1
drg_282908	CC(C)[C@H]1COC(=O)N1c1ccnc(N[C@@H](C)c2ccccc2)n1
drg_286575	CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n1C1CCCC1
drg_287790	Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1
drg_288803	Cc1nn(C2CC2)c2C(=O)N([C@@H](c12)c1ccc(Cl)cc1)c1cc(C)c(=O)n(C)c1
drg_289472	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(O[C@H]3CCOC3)cc2)c1
drg_292616	OC1=CC2=C3c4ccc(O)c(O)c4OCC3(O)CC2=CC1=O
drg_292693	CCCc1cc2c(ncnc2s1)N1CCN(CC1)C1=NCC(C)(C)S1
drg_292718	Cc1nn(nc1C(N)=O)-c1ccccc1
drg_292719	Nc1cccc(c1)-c1cccnc1
drg_292869	CC1Cc2ccccc2N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1
drg_293295	OC(=O)c1ccc(NS(=O)(=O)c2ccc(cc2)N2C(=O)c3ccccc3C2=O)cc1
drg_293323	Brc1c(Br)c(Br)c2[nH]cnc2c1Br
drg_293324	CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1
drg_293366	O=C(NCC#N)OCc1ccccc1
drg_293475	CS(=O)(=O)Nc1ccc(cc1OC1CCCCC1)[N+]([O-])=O
drg_293495	Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
drg_294226	Oc1cc(O)c2c(c1)oc(c(O)c2=O)-c1ccccc1O
drg_294419	OP(O)(=O)C(CCCc1cccc(Oc2ccccc2)c1)S(O)(=O)=O
drg_294444	Oc1ccc(cc1)-c1coc2cc(O)c(O)cc2c1=O
drg_294484	CC(C)Cc1ccc(cc1)C(C)C(O)=O
drg_294873	C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
drg_294874	NC1=N[C@](CCO1)(C(F)F)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
drg_295144	C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N
drg_295152	NS(=O)(=O)c1ccc(N\C=C2/C(=O)Nc3ccc4ncsc4c23)cc1
drg_296294	C[C@@H](CN1CCC2(CC1)N(CNC2=O)c1cccc(F)c1)NC(=O)c1ccc(Br)cc1
drg_296382	CC(C)(C)NCCCNC(=O)c1cccc(Br)c1
drg_296511	CC(C)(C)NCCCNC(=O)c1cccc(I)c1
drg_296512	CC(C)c1cccc(c1)C(=O)NCCCNC(C)(C)C
drg_296513	CC(C)(C)NCCCNC(=O)c1cccc(c1)C(F)(F)F
drg_296633	ON=C(Cc1ccccc1)C(O)=O
drg_296638	C[C@@H](N1CCC(CC1)C(=O)NCc1ccc2OCOc2c1)c1cccc2ccccc12
drg_297179	COc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1
drg_298821	Cc1cnc(C)c2nc(CCc3nc(cn3C)-c3ccccc3)nn12
drg_299462	Cc1cc(ccn1)-c1n[nH]c2cc(NC(=O)NCc3ccccc3)ncc12
drg_301032	OC(=O)c1ccc(O[C@H]2CC[C@@H](CC2)NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1
drg_301035	OC(=O)c1ccc(O[C@H]2CC[C@@H](CC2)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1
drg_301088	C#CCN[C@@H]1CCc2ccccc12
drg_302516	CCCS(=O)(=O)N[C@H]1C[C@H](C1)N(C)c1ncnc2[nH]ccc12
drg_303932	NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1cc(CNCC(F)(F)F)c(F)cc1F
drg_304399	C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
drg_304693	COc1cc(OC)cc(c1)C#Cc1nn(C2CCN(C2)C(=O)C=C)c2ncnc(N)c12
drg_304738	Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C
drg_306147	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
drg_306392	OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1
drg_306797	NNc1nncc2ccccc12
drg_306800	Cc1cc(cc(C)c1Oc1nc(Nc2ccc(cc2)C#N)nc(N)c1Br)C#N
drg_306801	Cc1ccc(cc1Nc1cncc(c1)C(N)=O)C(=O)Nc1cccc(c1)C(F)(F)F
drg_306827	C\C(O)=C(/C#N)C(=O)Nc1ccc(cc1)C(F)(F)F
drg_308914	OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21
drg_308919	OC(=O)c1ccc2c(c1)nc(Nc1cccc(c1)C#C)c1ncncc21
drg_310280	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
drg_310329	CC(C)C1=CC(=O)C(C)=CC1=O
drg_312154	OC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1
drg_312288	C[C@]1(C=CSC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
drg_312386	CC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F
drg_312442	OC(=O)c1cccc(Nc2ccc(cc2)C(F)(F)F)c1
drg_312493	Cc1nc2ccccc2n1S(=O)(=O)c1ccc(F)cc1
drg_312502	Oc1ccccc1
drg_312503	Oc1ccccc1O
drg_313412	CN1CCc2nc(NC(=O)c3cccc(c3)C3CCCN3C(=O)Nc3cccc(c3)C#N)sc2C1
drg_313432	CN1CCc2nc(NC(=O)c3cccc(c3)[C@H]3CCCN3C(=O)Nc3cccc(c3)C#N)sc2C1
drg_314755	NC(=O)n1cc(NC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc12
drg_315265	C[C@@H](NC(=O)[C@@H]1C[C@H]2C[C@H]2N1C(=O)Cn1nc(C(N)=O)c2ccncc12)c1cccc(Cl)c1F
drg_315290	NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc12
drg_315671	COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@@]1(C)N=C(N)O[C@@H]2C[C@H]12
drg_317551	CC(C)n1ncnc1-c1cn2CCOc3ccc(cc3-c2n1)S(=O)C1CCN(CC1)C(C)(C)C
drg_318699	CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc12
drg_318869	Cc1cc(Nc2ccc(cc2)C(F)(F)F)n2nc(nc2n1)C(C)(F)F
drg_318911	Cc1cc(Nc2cc(F)c(c(F)c2)C(F)(F)F)n2nc(nc2n1)C(F)(F)F
drg_319079	Oc1ccc(cc1)-c1nc2ccccc2c(=O)[nH]1
drg_319080	Oc1cccc(c1)-c1nc2ccccc2c(=O)[nH]1
drg_320320	COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1
drg_320783	Cc1nc(C(=O)NCC(O)=O)c(O)c2ccc(Oc3ccccc3)cc12
drg_321188	CC(C)C(N)C(=O)N1CCCC1
drg_321350	CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
drg_323834	Oc1cccc(c1)-c1cc(=O)c2ccccc2o1
drg_323881	CC(C)COc1ccc(cc1C#N)-c1nc(C)c(s1)C(O)=O
drg_323963	CC1=CC(=O)c2c(O)cccc2C1=O
drg_323965	CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
drg_324053	CC(C)Oc1ccc(cc1)-c1c[nH]cc1CN(C)CCN
drg_325610	CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1
drg_325924	COC(=O)C[C@@H]1N=C(c2c(C)c(C)sc2-n2c(C)nnc12)c1ccc(Cl)cc1
drg_327903	O=C1N=C(NCc2cccs2)S\C1=C/c1ccc2ncccc2c1
drg_328002	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
drg_328003	c1cn(cn1)-c1ccccc1
drg_328005	C(c1ccccc1)n1ccnc1
drg_328009	c1c[nH]c(n1)-c1ccccc1
drg_328018	CC(C)(C(=O)c1cccnc1)c1cccnc1
drg_328033	Clc1ncnc2[nH]cnc12
drg_328036	c1nc2ccccc2[nH]1
drg_328039	Cn1ccnc1
drg_328047	c1c[nH]cn1
drg_328048	Cc1ncc[nH]1
drg_328056	CCc1ncc[nH]1
drg_328058	CC(=O)n1ccnc1
drg_328061	CC(=O)\C=C\C1=C(C)CCCC1(C)C
drg_328065	NC(=O)N1c2ccccc2C=Cc2ccccc12
drg_328071	Cn1cc[nH]c1=S
drg_334320	Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCOCC3)c12
drg_334323	N#Cc1cccc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
drg_334403	Clc1cccc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
drg_334432	Cc1nc(no1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
drg_336983	COCC(=O)NCCc1c(C)[nH]c2ccc(O)cc12
drg_337783	CC1CCCN1c1cccc(Nc2cc(nn3ccnc23)-c2ccccc2)n1
drg_337818	C[C@H]1CCCN1c1cccc(Nc2cc(nn3ccnc23)-c2ccccc2)n1
drg_337881	COc1ccc(NC(=O)CN(C)S(=O)(=O)c2cc(Br)cnc2N)cc1
drg_338260	CC(NC(=O)c1ccccc1C(F)(F)F)c1nnc(SCCOc2ccc(F)cc2)n1C
drg_338261	CC(NC(=O)c1ccccc1Cl)c1nnc(SCCOc2ccc(F)cc2)n1C
drg_338262	CC(NC(=O)c1ccccc1C(F)(F)F)c1nnc(SCc2ccc(F)cc2)n1C
drg_338263	CC(NC(=O)c1ccccc1C(F)(F)F)c1nnc(SCCOc2ccccc2C)n1C
drg_338265	CC(NC(=O)c1c(F)cccc1F)c1nnc(SCCOc2ccc(F)cc2)n1C
drg_338319	CC1(C)CC(=O)C2=C(C1)Nc1n[nH]c(C3CC3)c1[C@]2(C)c1ccccc1
drg_338325	COc1ccc(CCc2nc3cc(ccc3n2CCN2CCOCC2)-c2c(C)noc2C)cc1
drg_338356	Oc1ccc(cc1)-n1c2cc(ccc2cc2c1nc(=O)[nH]c2=O)C#N
drg_338663	CC(C)N1CCC(CC1)c1cc(NC(=O)c2cnn3cccnc23)n(n1)-c1ccc(cc1F)C1CC1
drg_340537	CNC(=O)c1ccc(OC)cc1
drg_340683	Oc1cc(CCc2ccccc2)c[nH]c1=O
drg_341083	CCCc1ccc(Oc2ccccc2)c(O)c1
drg_341089	CCCCCCc1ccc(Oc2ccccc2N)c(O)c1
drg_341095	CCCCCCc1ccn(Cc2ccccc2Cl)c(=O)c1
drg_341096	CCCCCCc1ccn(Cc2cccc(N)c2C)c(=O)c1
drg_341100	CCCCCCc1cc(=O)c(Oc2ccc(N)cc2C)cn1C
drg_341103	CCCCCCc1cc(=O)c(Oc2ccccc2C)cn1C
drg_342504	CC(C)c1c(C)[nH]c2c(cnn2c1=O)C#N
drg_342505	OC(=O)c1ccncc1Nc1nn(CCN2CCC(F)(F)CC2)c2ccc(F)cc12
drg_342508	Cc1cc(Cl)ccc1COc1ccnn1-c1cc(ccn1)C(O)=O
drg_342509	OC(=O)c1ccncc1NC(=O)Cc1ccc(Cl)cc1
drg_342510	Cn1cc(Nc2cnccc2C(O)=O)c2cccnc12
drg_342511	OC(=O)c1ccnc(c1)-c1cc(ccn1)C(=O)NCCc1ccccc1
drg_342543	Cn1cnc(c1)-c1nccc2c(O)nc(OCCCC(F)(F)F)nc12
drg_343781	Cc1cccc2c(nn(Cc3nnn(C)n3)c12)-c1cc(ccc1F)C(F)(F)F
drg_344416	Cn1nc(cc1NC(=O)Nc1ccc(Oc2ccncc2)cc1)C(C)(C)C
drg_344419	Cc1cn(cn1)-c1cccc(c1)C(=O)Nc1ccc(Oc2ccncc2)cc1
drg_344420	O=C(Nc1ccc(Oc2ccncc2)cc1)c1ccnc(c1)N1CCOCC1
drg_344499	N[C@H]1CCCN(C1)c1ccncc1Nc1ncc2ccc(nn12)-c1c(F)cccc1F
drg_344928	CC1(COc2ccc3n(cnc3c2)-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
drg_344929	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl
drg_346185	CCCC(CCC)C(O)=O
drg_346196	CC1=C(CC(O)=O)c2cc(F)ccc2\C1=C/c1ccc(cc1)S(C)=O
drg_348248	CC(C)c1c([nH]c2c(cnn2c1=O)C#N)-c1ccccc1
drg_348301	O=c1[nH]c(Oc2cnn(Cc3ccccc3)c2)nc2cnccc12
drg_349519	Cc1cccc(NC(=O)c2ccc(cc2C(O)=O)C(F)(F)F)n1
drg_350327	On1c(=O)n(CC2COc3ccccc3O2)c2ccsc2c1=O
drg_350468	Cc1cc(N)nc2ccccc12
drg_351313	CC(C)CN(Cc1ccc(cc1)N1CCN(CC1)C(C)=O)S(=O)(=O)Cc1ccccc1
drg_351347	CC(=O)N1CCN(CC1)c1ccc(CN(C2CCC2)S(=O)(=O)c2ccccc2)c(F)c1
drg_351638	OCCN(C(=O)Cc1ccc(cc1)C(=O)NO)c1ccccc1
drg_351640	CC(=O)C(F)(F)F
drg_351642	Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1
drg_351780	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
drg_354259	NC(=O)c1ccc(Oc2ccc(cc2)C(N)=O)cc1
drg_354275	C(Nc1c2CCCCc2nc2ccccc12)c1ccccc1
drg_354405	Oc1cccc(CNC(=O)Nc2nc(cs2)-c2ccncc2)c1
drg_354458	COc1cccc(c1)[C@@H](C)NC(=O)Nc1nc(cs1)-c1ccncc1
drg_356232	Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O
drg_356238	OC(=O)COc1cc(F)ccc1C(=S)NCc1ccc(Br)cc1F
drg_356251	CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
drg_359283	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
drg_359371	CC1(COCC(N)=N1)c1cccc(Nc2cccc3cc(Cl)cnc23)c1
drg_361006	O=c1[nH]c(nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1)N1CCOCC1
drg_361029	O=c1[nH]c(nc(NC2CCCNC2)c1-c1nc2ccccc2s1)N1CCOCC1
drg_361429	COc1ccc(CCNC(=O)[C@@H]2CCCN2C(=O)NCc2cccc3ccccc23)cc1
drg_361430	COC(=O)c1ccccc1CNC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)(F)F)c1
drg_361431	NC(=O)c1cc2cc(OCc3cccc(c3)C(O)=O)ccc2[nH]1
drg_363982	COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C
drg_363992	C1CN1c1nc(nc(n1)-c1cccn1-c1ccccc1)N1CC1
drg_363993	CN(C)c1nc(nc(n1)-c1cccn1-c1ccccc1)N(C)C
drg_364048	CC(C)(C)NS(=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1
drg_364760	NCC1CCN(CC1)c1cc2ncccc2cc1NC(=O)c1cnn2cccnc12
drg_365172	Cn1c(ncc(O)c1=O)-c1cccc(c1)-c1ccccc1
drg_365699	CC(C)NC[C@H](O)c1ccc(O)c(O)c1
drg_366718	C[C@]12CCCN1Cc1n[nH]c(=O)c3cc(F)cc4[nH]c2c1c34
drg_366815	C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
drg_367430	COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc2CS(=O)(=O)c3ccccc3-c2s1
drg_368862	C[C@H](Nc1ncnc(N)c1C#Cc1cn[nH]c1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1
drg_370204	COc1cc(ccc1Nc1ncc2N(C)C(=O)CCN(C3CCCC3)c2n1)N1CCC(O)CC1
drg_370461	CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)nc2[nH]cc(Cl)c12
drg_370525	CC(=O)C1=C(O)C=C2Oc3c(c(O)c(C)c(O)c3C(C)=O)C2(C)C1=O
drg_370835	CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
drg_370845	COc1ccccc1-n1c(cn2c1nc1n(C)c(=O)[nH]c(=O)c21)-c1cc(O)ccc1C
drg_370847	Clc1ccccc1NC(=O)c1cnc2ccc(cn12)C1CCNCC1
drg_371014	NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)[C@@H]1CCCNC1
drg_371018	CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
drg_371113	NC(=O)c1ccc(Nc2nccc(Nc3cccc(c3)C(F)(F)F)n2)cc1
drg_372268	Clc1cc2C[C@H](NC(=O)c3ccccc3OC\C=C\COc1cc2)C(=O)NC1(CC1)C#N
drg_372281	COc1ccc2OCCCCOc3ccc(C[C@H](NC(=O)c2c1)C(=O)NC1(CC1)C#N)cc3Cl
drg_373674	Cc1cc(N)nc(C)c1CNC(=O)c1cnn(Cc2ccc(Cn3cccn3)cc2)c1
drg_374041	C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
drg_375020	NC(=O)c1cc2c(cccc2s1)-c1ccc(s1)C(=O)NCc1ccnc(Cl)c1
drg_375245	OC1CCN(C1)c1ncc(cc1-c1cncnc1)C(=O)Nc1ccc(OC(F)(F)F)cc1
drg_375268	O[C@@H]1CCN(C1)c1ncc(cc1-c1cncnc1)C(=O)Nc1ccc(OC(F)(F)F)cc1
drg_376118	Sc1nnc2n1c1ccccc1[nH]c2=O
drg_377043	CCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1
drg_377236	CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C
drg_377237	CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1
drg_377618	NC1=N[C@@](CF)(C[C@H](O1)C(F)(F)F)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
drg_377637	C[C@]1(C[C@H](OC(N)=N1)C(F)(F)F)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F
drg_379286	O=C(Nc1ccc(cc1)C(=O)NCC1CCOC1)N1Cc2ccccc2C1
drg_379600	O=C(Nc1ccc(cc1)C(=O)NC[C@@H]1CCOC1)N1Cc2ccccc2C1
drg_380885	FC(F)OC(Cl)C(F)(F)F
drg_380886	ONC(=O)c1ccccc1O
drg_380887	ONC(=O)c1cnc(NCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[nH]c1=O
drg_381788	ONC(=O)c1ccc(Cn2ccc3ccccc23)cc1
drg_381797	CN(C)CCc1cn(Cc2ccc(cc2)C(=O)NO)c2ccccc12
drg_382485	CCOC(=O)C1=C(O)C(=O)N(C1c1cccs1)c1nc2ccc(Cl)cc2s1
drg_384805	OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
drg_384808	C\C(=C/c1ccccc1)C(O)=O
drg_384810	CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1
drg_384812	OC(=O)c1ccccc1Nc1ccccc1
drg_386842	CN1CCN(CC1)c1ccc(cc1NC(=O)c1ccc(C)o1)C(F)(F)F
drg_387389	CN1CCC[C@H]1c1cccnc1
drg_387390	C1[C@H]2CNC[C@@H]1c1cc3nccnc3cc21
drg_388698	O=c1[nH]c(nc2ccccc12)-c1ccccc1
drg_388784	Cc1cc(\C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1
drg_389149	NS(=O)(=O)Cc1noc2ccccc12
drg_390069	O=c1cc(oc2ccccc12)-c1ccccc1
drg_390143	COc1ccc(cc1N1CC(=O)NS1(=O)=O)-c1ccccc1
drg_390245	COc1nc(ncc1N(CC1CC1)c1cccc2ccccc12)C(=O)C1CC1C(O)=O
drg_390293	OC(=O)Cc1ccc(cc1)-c1ccccc1
drg_390312	OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1
drg_390322	COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O
drg_390780	C[C@H](NC(=O)OCc1ccccc1)C(O)=O
drg_390808	CC(C)n1cc(nn1)-c1cc(cnc1N)-c1ccc(CN2CCOCC2)cc1
drg_391100	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
drg_392713	Oc1ccc2nc3ccc(=O)cc3oc2c1
drg_392714	CC(=O)Nc1ccc(O)cc1
drg_392737	Nc1nnc(s1)-c1ccc2[nH]cc(-c3cccc(NC4CCCC4)n3)c2c1
drg_392775	CC(C)(C)Nc1nnc(o1)-c1ccc2[nH]cc(-c3nccc(n3)C3CC3)c2c1
drg_393704	CS(=O)(=O)c1ccc(cc1)-c1cnc(NCc2ccco2)n2cnnc12
drg_393791	CNC(=O)[C@H]1Cc2c(CN1C(=O)c1occc1CNc1ccc3nccnc3c1)[nH]c1ccccc21
drg_394635	OC(=O)C(=O)CC(=O)c1ccccc1
drg_394636	Cc1ccccc1C(=O)CC(=O)C(O)=O
drg_394639	OC(=O)C(=O)CC(=O)c1ccccc1Br
drg_394642	OC(=O)C(=O)CC(=O)c1cccc(Br)c1
drg_394646	Cc1ccc(F)c(C(=O)CC(=O)C(O)=O)c1Cl
drg_394712	CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1
drg_394909	CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1Cl
drg_394913	Cc1ncoc1-c1cccc(Nc2nccc(n2)N(CCCO)c2cccc3[nH]ncc23)c1
drg_394914	Cn1ncc2cc(Nc3nccc(n3)N(CCCO)c3cccc4[nH]ncc34)ccc12
drg_394948	CCN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1F
drg_395082	CN(c1cccc2[nH]ncc12)c1nc(Nc2ccc3CNS(=O)(=O)c3c2)ncc1F
drg_395269	NC(=O)c1ccc(NCc2ccccc2)nc1
drg_395272	c1c[nH]c(n1)-c1ccncc1
drg_395273	Nc1nonc1C(=O)NCc1ccc(Cl)cc1
drg_395274	CC(C)(C)c1cccc(c1)C(=O)NCC1(CCCCC1)NC(=O)c1cccc2nocc12
drg_395275	CC(C)(C)c1cccc(c1)C(=O)NCC1(CCCC1)NC(=O)c1cccc2nocc12
drg_395276	Cc1cccc(c1)C(=O)NCC1(CCCC1)NC(=O)c1cccc2nocc12
drg_395277	NC(=O)c1ccc(NCc2cccc(O)c2)nc1
drg_395278	CN(C)c1cccc(CNc2ccc(cn2)C(N)=O)c1
drg_395279	COc1ccccc1CNc1ccc(cn1)C(N)=O
drg_395280	CN(C)c1ccccc1CNc1ccc(cn1)C(N)=O
drg_395282	NC(=O)c1ccc(NC2CCCC2)nc1
drg_395283	NC(=O)c1ccc(NCC2CCCC2)nc1
drg_395284	NC(=O)c1ccc(NCc2ccccc2O)nc1
drg_395285	NC(=O)c1ccc(N[C@@H]2CC[C@@H](O)C2)nc1
drg_395286	Cc1cccc(c1)C(=O)NCCC1(CNc2ccc(cn2)C(N)=O)CCCCC1
drg_395287	Nc1nonc1C(=O)NCC1CCCCC1
drg_395288	Nc1nonc1C(=O)N1CCN(Cc2ccccn2)CC1
drg_395292	NC(=O)c1ccc(NC2CCC(C2)c2ccccc2)nc1
drg_395295	NC(=O)c1ccc(NCc2ccccc2N2CCOCC2)nc1
drg_395296	CN1CCN(CC1)c1ccccc1CNc1ccc(cn1)C(N)=O
drg_395298	COc1ccc(cc1)C(=O)n1ncnc1N
drg_395359	Oc1ccc(c(O)c1)-n1c2ccccc2[nH]c1=O
drg_395369	CCCc1cc(c(O)cc1O)-n1c2ccccc2[nH]c1=O
drg_395407	Oc1cc(O)c(cc1Cl)-n1c2ccc(CNS(=O)(=O)c3cccc4ccccc34)cc2[nH]c1=O
drg_395408	CCc1cc(c(O)cc1O)-n1c2ccccc2[nH]c1=O
drg_395497	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C
drg_395520	Nc1nc(N)nc(n1)-c1cc2ccccc2cc1Br
drg_395532	Oc1ccc(cc1)C(=O)c1ccc(O)c(O)c1O
drg_395546	Oc1ccc(C(=O)c2ccccc2)c(O)c1O
drg_395561	Oc1ccc(C(=O)c2ccccc2)c(O)c1
drg_395562	Oc1ccc(cc1)C(=O)c1cc(Cl)ccc1O
drg_395571	Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c1ccc(O)c(O)c1
drg_395574	Cc1cc(nc(N)n1)C(F)(F)F
drg_395578	Oc1ccc(C(=O)c2cccc(O)c2)c(O)c1
drg_395581	Oc1ccc(cc1)C(=O)c1ccc(O)cc1O
